date,region,product,salesperson,units_sold,discount_percent,unit_price,revenue
2024-11-28,West,Phone,Arjun,48,10,499,21556.8
2024-11-28,East,Headphones,Arjun,47,5,149,6652.849999999999
2024-11-29,South,Phone,Sneha,42,15,499,17814.3
2024-11-30,North,Headphones,Arjun,15,10,149,2011.5
2024-11-30,East,Phone,Arjun,6,20,499,2395.2000000000003
2024-12-01,East,Laptop,Priya,37,10,999,33266.700000000004
2024-12-02,North,Tablet,Sneha,16,0,299,4784.0
2024-12-03,North,Headphones,Sneha,47,0,149,7003.0
2024-12-03,East,Smartwatch,Raju,35,5,199,6616.75
2024-12-03,West,Headphones,Sneha,21,20,149,2503.2000000000003
2024-12-04,North,Phone,Sneha,37,5,499,17539.85
2024-12-04,West,Laptop,Arjun,3,15,999,2547.45
2024-12-05,East,Laptop,Priya,5,10,999,4495.5
2024-12-07,West,Laptop,Sneha,9,5,999,8541.449999999999
2024-12-07,East,Tablet,Sneha,34,15,299,8641.1
2024-12-08,East,Smartwatch,Sneha,9,0,199,1791.0
2024-12-08,South,Tablet,Vikram,44,20,299,10524.800000000001
2024-12-08,South,Laptop,Vikram,26,0,999,25974.0
2024-12-09,South,Headphones,Priya,26,5,149,3680.2999999999997
2024-12-09,West,Laptop,Arjun,17,5,999,16133.849999999999
2024-12-09,East,Laptop,Arjun,45,20,999,35964.0
2024-12-10,South,Phone,Sneha,37,20,499,14770.400000000001
2024-12-11,West,Phone,Raju,49,5,499,23228.45
2024-12-12,North,Laptop,Raju,4,0,999,3996.0
2024-12-13,North,Headphones,Vikram,13,10,149,1743.3
2024-12-14,East,Smartwatch,Priya,34,5,199,6427.7
2024-12-14,South,Tablet,Sneha,45,10,299,12109.5
2024-12-15,East,Phone,Sneha,12,20,499,4790.400000000001
2024-12-15,West,Headphones,Raju,36,5,149,5095.8
2024-12-15,West,Tablet,Priya,20,15,299,5083.0
2024-12-16,East,Headphones,Priya,27,0,149,4023.0
2024-12-17,South,Headphones,Arjun,8,15,149,1013.1999999999999
2024-12-18,North,Tablet,Sneha,22,0,299,6578.0
2024-12-19,East,Smartwatch,Raju,48,10,199,8596.800000000001
2024-12-19,South,Tablet,Sneha,6,15,299,1524.8999999999999
2024-12-22,South,Phone,Arjun,22,10,499,9880.2
2024-12-23,East,Tablet,Vikram,13,5,299,3692.6499999999996
2024-12-25,West,Smartwatch,Sneha,24,20,199,3820.8
2024-12-25,East,Smartwatch,Sneha,48,10,199,8596.800000000001
2024-12-25,South,Headphones,Vikram,12,10,149,1609.2
2024-12-26,East,Laptop,Vikram,44,10,999,39560.4
2024-12-26,West,Tablet,Arjun,33,15,299,8386.949999999999
2024-12-27,North,Headphones,Priya,20,10,149,2682.0
2024-12-28,East,Headphones,Priya,34,20,149,4052.8
